"GSE","GSM","age","sex"
"GSE56047","GSM1352770",46,NA
"GSE56047","GSM1352771",77,NA
"GSE56047","GSM1352772",55,NA
"GSE56047","GSM1352773",46,NA
"GSE56047","GSM1352774",71,NA
"GSE56047","GSM1352775",45,NA
"GSE56047","GSM1352776",47,NA
"GSE56047","GSM1352777",72,NA
"GSE56047","GSM1352778",52,NA
"GSE56047","GSM1352779",67,NA
"GSE56047","GSM1352780",55,NA
"GSE56047","GSM1352781",46,NA
"GSE56047","GSM1352782",66,NA
"GSE56047","GSM1352783",51,NA
"GSE56047","GSM1352784",57,NA
"GSE56047","GSM1352785",58,NA
"GSE56047","GSM1352786",49,NA
"GSE56047","GSM1352787",53,NA
"GSE56047","GSM1352788",64,NA
"GSE56047","GSM1352789",52,NA
"GSE56047","GSM1352790",79,NA
"GSE56047","GSM1352791",76,NA
"GSE56047","GSM1352792",55,NA
"GSE56047","GSM1352793",66,NA
"GSE56047","GSM1352794",65,NA
"GSE56047","GSM1352795",63,NA
"GSE56047","GSM1352796",63,NA
"GSE56047","GSM1352797",52,NA
"GSE56047","GSM1352798",70,NA
"GSE56047","GSM1352799",49,NA
"GSE56047","GSM1352800",46,NA
"GSE56047","GSM1352801",57,NA
"GSE56047","GSM1352802",48,NA
"GSE56047","GSM1352803",49,NA
"GSE56047","GSM1352804",63,NA
"GSE56047","GSM1352805",48,NA
"GSE56047","GSM1352806",62,NA
"GSE56047","GSM1352807",61,NA
"GSE56047","GSM1352808",81,NA
"GSE56047","GSM1352809",63,NA
"GSE56047","GSM1352810",60,NA
"GSE56047","GSM1352811",57,NA
"GSE56047","GSM1352812",47,NA
"GSE56047","GSM1352813",69,NA
"GSE56047","GSM1352814",72,NA
"GSE56047","GSM1352815",58,NA
"GSE56047","GSM1352816",46,NA
"GSE56047","GSM1352817",68,NA
"GSE56047","GSM1352818",73,NA
"GSE56047","GSM1352819",48,NA
"GSE56047","GSM1352820",73,NA
"GSE56047","GSM1352821",55,NA
"GSE56047","GSM1352822",60,NA
"GSE56047","GSM1352823",51,NA
"GSE56047","GSM1352824",58,NA
"GSE56047","GSM1352825",54,NA
"GSE56047","GSM1352826",67,NA
"GSE56047","GSM1352827",77,NA
"GSE56047","GSM1352828",56,NA
"GSE56047","GSM1352829",49,NA
"GSE56047","GSM1352830",48,NA
"GSE56047","GSM1352831",76,NA
"GSE56047","GSM1352832",62,NA
"GSE56047","GSM1352833",66,NA
"GSE56047","GSM1352834",54,NA
"GSE56047","GSM1352835",68,NA
"GSE56047","GSM1352836",56,NA
"GSE56047","GSM1352837",66,NA
"GSE56047","GSM1352838",58,NA
"GSE56047","GSM1352839",58,NA
"GSE56047","GSM1352840",55,NA
"GSE56047","GSM1352841",55,NA
"GSE56047","GSM1352842",63,NA
"GSE56047","GSM1352843",50,NA
"GSE56047","GSM1352844",68,NA
"GSE56047","GSM1352845",59,NA
"GSE56047","GSM1352846",67,NA
"GSE56047","GSM1352847",69,NA
"GSE56047","GSM1352848",67,NA
"GSE56047","GSM1352849",51,NA
"GSE56047","GSM1352850",72,NA
"GSE56047","GSM1352851",46,NA
"GSE56047","GSM1352852",67,NA
"GSE56047","GSM1352853",56,NA
"GSE56047","GSM1352854",69,NA
"GSE56047","GSM1352855",62,NA
"GSE56047","GSM1352856",51,NA
"GSE56047","GSM1352857",45,NA
"GSE56047","GSM1352858",54,NA
"GSE56047","GSM1352859",57,NA
"GSE56047","GSM1352860",55,NA
"GSE56047","GSM1352861",70,NA
"GSE56047","GSM1352862",60,NA
"GSE56047","GSM1352863",64,NA
"GSE56047","GSM1352864",75,NA
"GSE56047","GSM1352865",82,NA
"GSE56047","GSM1352866",54,NA
"GSE56047","GSM1352867",72,NA
"GSE56047","GSM1352868",72,NA
"GSE56047","GSM1352869",63,NA
"GSE56047","GSM1352870",52,NA
"GSE56047","GSM1352871",51,NA
"GSE56047","GSM1352872",57,NA
"GSE56047","GSM1352873",60,NA
"GSE56047","GSM1352874",73,NA
"GSE56047","GSM1352875",53,NA
"GSE56047","GSM1352876",51,NA
"GSE56047","GSM1352877",55,NA
"GSE56047","GSM1352878",45,NA
"GSE56047","GSM1352879",51,NA
"GSE56047","GSM1352880",50,NA
"GSE56047","GSM1352881",50,NA
"GSE56047","GSM1352882",46,NA
"GSE56047","GSM1352883",49,NA
"GSE56047","GSM1352884",73,NA
"GSE56047","GSM1352885",63,NA
"GSE56047","GSM1352886",63,NA
"GSE56047","GSM1352887",66,NA
"GSE56047","GSM1352888",62,NA
"GSE56047","GSM1352889",62,NA
"GSE56047","GSM1352890",63,NA
"GSE56047","GSM1352891",72,NA
"GSE56047","GSM1352892",73,NA
"GSE56047","GSM1352893",68,NA
"GSE56047","GSM1352894",71,NA
"GSE56047","GSM1352895",63,NA
"GSE56047","GSM1352896",45,NA
"GSE56047","GSM1352897",54,NA
"GSE56047","GSM1352898",64,NA
"GSE56047","GSM1352899",67,NA
"GSE56047","GSM1352900",51,NA
"GSE56047","GSM1352901",48,NA
"GSE56047","GSM1352902",47,NA
"GSE56047","GSM1352903",65,NA
"GSE56047","GSM1352904",45,NA
"GSE56047","GSM1352905",51,NA
"GSE56047","GSM1352906",67,NA
"GSE56047","GSM1352907",72,NA
"GSE56047","GSM1352908",78,NA
"GSE56047","GSM1352909",74,NA
"GSE56047","GSM1352910",50,NA
"GSE56047","GSM1352911",66,NA
"GSE56047","GSM1352912",53,NA
"GSE56047","GSM1352913",63,NA
"GSE56047","GSM1352914",56,NA
"GSE56047","GSM1352915",71,NA
"GSE56047","GSM1352916",50,NA
"GSE56047","GSM1352917",48,NA
"GSE56047","GSM1352918",70,NA
"GSE56047","GSM1352919",69,NA
"GSE56047","GSM1352920",45,NA
"GSE56047","GSM1352921",51,NA
"GSE56047","GSM1352922",64,NA
"GSE56047","GSM1352923",48,NA
"GSE56047","GSM1352924",74,NA
"GSE56047","GSM1352925",51,NA
"GSE56047","GSM1352926",63,NA
"GSE56047","GSM1352927",57,NA
"GSE56047","GSM1352928",83,NA
"GSE56047","GSM1352929",54,NA
"GSE56047","GSM1352930",58,NA
"GSE56047","GSM1352931",59,NA
"GSE56047","GSM1352932",48,NA
"GSE56047","GSM1352933",51,NA
"GSE56047","GSM1352934",65,NA
"GSE56047","GSM1352935",56,NA
"GSE56047","GSM1352936",68,NA
"GSE56047","GSM1352937",75,NA
"GSE56047","GSM1352938",73,NA
"GSE56047","GSM1352939",45,NA
"GSE56047","GSM1352940",55,NA
"GSE56047","GSM1352941",64,NA
"GSE56047","GSM1352942",69,NA
"GSE56047","GSM1352943",52,NA
"GSE56047","GSM1352944",68,NA
"GSE56047","GSM1352945",61,NA
"GSE56047","GSM1352946",54,NA
"GSE56047","GSM1352947",66,NA
"GSE56047","GSM1352948",59,NA
"GSE56047","GSM1352949",66,NA
"GSE56047","GSM1352950",45,NA
"GSE56047","GSM1352951",57,NA
"GSE56047","GSM1352952",47,NA
"GSE56047","GSM1352953",53,NA
"GSE56047","GSM1352954",50,NA
"GSE56047","GSM1352955",52,NA
"GSE56047","GSM1352956",49,NA
"GSE56047","GSM1352957",67,NA
"GSE56047","GSM1352958",47,NA
"GSE56047","GSM1352959",71,NA
"GSE56047","GSM1352960",77,NA
"GSE56047","GSM1352961",54,NA
"GSE56047","GSM1352962",63,NA
"GSE56047","GSM1352963",48,NA
"GSE56047","GSM1352964",59,NA
"GSE56047","GSM1352965",56,NA
"GSE56047","GSM1352966",47,NA
"GSE56047","GSM1352967",46,NA
"GSE56047","GSM1352968",57,NA
"GSE56047","GSM1352969",66,NA
"GSE56047","GSM1352970",51,NA
"GSE56047","GSM1352971",75,NA
"GSE56047","GSM1352972",45,NA
"GSE56047","GSM1352973",67,NA
"GSE56047","GSM1352974",48,NA
"GSE56047","GSM1352975",71,NA
"GSE56047","GSM1352976",48,NA
"GSE56047","GSM1352977",55,NA
"GSE56047","GSM1352978",46,NA
"GSE56047","GSM1352979",69,NA
"GSE56047","GSM1352980",54,NA
"GSE56047","GSM1352981",66,NA
"GSE56047","GSM1352982",80,NA
"GSE56047","GSM1352983",67,NA
"GSE56047","GSM1352984",46,NA
"GSE56047","GSM1352985",59,NA
"GSE56047","GSM1352986",65,NA
"GSE56047","GSM1352987",58,NA
"GSE56047","GSM1352988",45,NA
"GSE56047","GSM1352989",71,NA
"GSE56047","GSM1352990",73,NA
"GSE56047","GSM1352991",53,NA
"GSE56047","GSM1352992",47,NA
"GSE56047","GSM1352993",59,NA
"GSE56047","GSM1352994",50,NA
"GSE56047","GSM1352995",58,NA
"GSE56047","GSM1352996",47,NA
"GSE56047","GSM1352997",51,NA
"GSE56047","GSM1352998",48,NA
"GSE56047","GSM1352999",46,NA
"GSE56047","GSM1353000",46,NA
"GSE56047","GSM1353001",52,NA
"GSE56047","GSM1353002",50,NA
"GSE56047","GSM1353003",48,NA
"GSE56047","GSM1353004",57,NA
"GSE56047","GSM1353005",51,NA
"GSE56047","GSM1353006",59,NA
"GSE56047","GSM1353007",58,NA
"GSE56047","GSM1353008",58,NA
"GSE56047","GSM1353009",50,NA
"GSE56047","GSM1353010",75,NA
"GSE56047","GSM1353011",50,NA
"GSE56047","GSM1353012",79,NA
"GSE56047","GSM1353013",64,NA
"GSE56047","GSM1353014",58,NA
"GSE56047","GSM1353015",64,NA
"GSE56047","GSM1353016",56,NA
"GSE56047","GSM1353017",61,NA
"GSE56047","GSM1353018",45,NA
"GSE56047","GSM1353019",71,NA
"GSE56047","GSM1353020",66,NA
"GSE56047","GSM1353021",65,NA
"GSE56047","GSM1353022",71,NA
"GSE56047","GSM1353023",45,NA
"GSE56047","GSM1353024",66,NA
"GSE56047","GSM1353025",55,NA
"GSE56047","GSM1353026",58,NA
"GSE56047","GSM1353027",46,NA
"GSE56047","GSM1353028",60,NA
"GSE56047","GSM1353029",68,NA
"GSE56047","GSM1353030",44,NA
"GSE56047","GSM1353031",61,NA
"GSE56047","GSM1353032",58,NA
"GSE56047","GSM1353033",67,NA
"GSE56047","GSM1353034",57,NA
"GSE56047","GSM1353035",46,NA
"GSE56047","GSM1353036",69,NA
"GSE56047","GSM1353037",76,NA
"GSE56047","GSM1353038",50,NA
"GSE56047","GSM1353039",59,NA
"GSE56047","GSM1353040",49,NA
"GSE56047","GSM1353041",49,NA
"GSE56047","GSM1353042",54,NA
"GSE56047","GSM1353043",70,NA
"GSE56047","GSM1353044",65,NA
"GSE56047","GSM1353045",49,NA
"GSE56047","GSM1353046",45,NA
"GSE56047","GSM1353047",67,NA
"GSE56047","GSM1353048",54,NA
"GSE56047","GSM1353049",45,NA
"GSE56047","GSM1353050",51,NA
"GSE56047","GSM1353051",46,NA
"GSE56047","GSM1353052",49,NA
"GSE56047","GSM1353053",65,NA
"GSE56047","GSM1353054",47,NA
"GSE56047","GSM1353055",58,NA
"GSE56047","GSM1353056",46,NA
"GSE56047","GSM1353057",77,NA
"GSE56047","GSM1353058",57,NA
"GSE56047","GSM1353059",82,NA
"GSE56047","GSM1353060",52,NA
"GSE56047","GSM1353061",74,NA
"GSE56047","GSM1353062",59,NA
"GSE56047","GSM1353063",48,NA
"GSE56047","GSM1353064",45,NA
"GSE56047","GSM1353065",59,NA
"GSE56047","GSM1353066",78,NA
"GSE56047","GSM1353067",72,NA
"GSE56047","GSM1353068",47,NA
"GSE56047","GSM1353069",45,NA
"GSE56047","GSM1353070",59,NA
"GSE56047","GSM1353071",66,NA
"GSE56047","GSM1353072",46,NA
"GSE56047","GSM1353073",57,NA
"GSE56047","GSM1353074",65,NA
"GSE56047","GSM1353075",60,NA
"GSE56047","GSM1353076",77,NA
"GSE56047","GSM1353077",66,NA
"GSE56047","GSM1353078",53,NA
"GSE56047","GSM1353079",55,NA
"GSE56047","GSM1353080",51,NA
"GSE56047","GSM1353081",63,NA
"GSE56047","GSM1353082",67,NA
"GSE56047","GSM1353083",52,NA
"GSE56047","GSM1353084",69,NA
"GSE56047","GSM1353085",59,NA
"GSE56047","GSM1353086",62,NA
"GSE56047","GSM1353087",55,NA
"GSE56047","GSM1353088",58,NA
"GSE56047","GSM1353089",46,NA
"GSE56047","GSM1353090",71,NA
"GSE56047","GSM1353091",64,NA
"GSE56047","GSM1353092",53,NA
"GSE56047","GSM1353093",59,NA
"GSE56047","GSM1353094",63,NA
"GSE56047","GSM1353095",68,NA
"GSE56047","GSM1353096",47,NA
"GSE56047","GSM1353097",75,NA
"GSE56047","GSM1353098",78,NA
"GSE56047","GSM1353099",62,NA
"GSE56047","GSM1353100",62,NA
"GSE56047","GSM1353101",52,NA
"GSE56047","GSM1353102",69,NA
"GSE56047","GSM1353103",61,NA
"GSE56047","GSM1353104",68,NA
"GSE56047","GSM1353105",57,NA
"GSE56047","GSM1353106",49,NA
"GSE56047","GSM1353107",61,NA
"GSE56047","GSM1353108",52,NA
"GSE56047","GSM1353109",70,NA
"GSE56047","GSM1353110",57,NA
"GSE56047","GSM1353111",70,NA
"GSE56047","GSM1353112",80,NA
"GSE56047","GSM1353113",64,NA
"GSE56047","GSM1353114",47,NA
"GSE56047","GSM1353115",55,NA
"GSE56047","GSM1353116",52,NA
"GSE56047","GSM1353117",62,NA
"GSE56047","GSM1353118",63,NA
"GSE56047","GSM1353119",65,NA
"GSE56047","GSM1353120",47,NA
"GSE56047","GSM1353121",54,NA
"GSE56047","GSM1353122",68,NA
"GSE56047","GSM1353123",65,NA
"GSE56047","GSM1353124",78,NA
"GSE56047","GSM1353125",73,NA
"GSE56047","GSM1353126",56,NA
"GSE56047","GSM1353127",64,NA
"GSE56047","GSM1353128",63,NA
"GSE56047","GSM1353129",61,NA
"GSE56047","GSM1353130",49,NA
"GSE56047","GSM1353131",47,NA
"GSE56047","GSM1353132",50,NA
"GSE56047","GSM1353133",45,NA
"GSE56047","GSM1353134",69,NA
"GSE56047","GSM1353135",44,NA
"GSE56047","GSM1353136",51,NA
"GSE56047","GSM1353137",57,NA
"GSE56047","GSM1353138",77,NA
"GSE56047","GSM1353139",49,NA
"GSE56047","GSM1353140",75,NA
"GSE56047","GSM1353141",45,NA
"GSE56047","GSM1353142",48,NA
"GSE56047","GSM1353143",67,NA
"GSE56047","GSM1353144",70,NA
"GSE56047","GSM1353145",45,NA
"GSE56047","GSM1353146",55,NA
"GSE56047","GSM1353147",68,NA
"GSE56047","GSM1353148",52,NA
"GSE56047","GSM1353149",63,NA
"GSE56047","GSM1353150",58,NA
"GSE56047","GSM1353151",69,NA
"GSE56047","GSM1353152",58,NA
"GSE56047","GSM1353153",48,NA
"GSE56047","GSM1353154",70,NA
"GSE56047","GSM1353155",66,NA
"GSE56047","GSM1353156",54,NA
"GSE56047","GSM1353157",61,NA
"GSE56047","GSM1353158",61,NA
"GSE56047","GSM1353159",47,NA
"GSE56047","GSM1353160",70,NA
"GSE56047","GSM1353161",68,NA
"GSE56047","GSM1353162",60,NA
"GSE56047","GSM1353163",62,NA
"GSE56047","GSM1353164",68,NA
"GSE56047","GSM1353165",51,NA
"GSE56047","GSM1353166",49,NA
"GSE56047","GSM1353167",49,NA
"GSE56047","GSM1353168",57,NA
"GSE56047","GSM1353169",82,NA
"GSE56047","GSM1353170",57,NA
"GSE56047","GSM1353171",61,NA
"GSE56047","GSM1353172",56,NA
"GSE56047","GSM1353173",59,NA
"GSE56047","GSM1353174",54,NA
"GSE56047","GSM1353175",52,NA
"GSE56047","GSM1353176",51,NA
"GSE56047","GSM1353177",50,NA
"GSE56047","GSM1353178",57,NA
"GSE56047","GSM1353179",76,NA
"GSE56047","GSM1353180",69,NA
"GSE56047","GSM1353181",52,NA
"GSE56047","GSM1353182",51,NA
"GSE56047","GSM1353183",71,NA
"GSE56047","GSM1353184",67,NA
"GSE56047","GSM1353185",66,NA
"GSE56047","GSM1353186",52,NA
"GSE56047","GSM1353187",48,NA
"GSE56047","GSM1353188",55,NA
"GSE56047","GSM1353189",53,NA
"GSE56047","GSM1353190",45,NA
"GSE56047","GSM1353191",45,NA
"GSE56047","GSM1353192",57,NA
"GSE56047","GSM1353193",81,NA
"GSE56047","GSM1353194",60,NA
"GSE56047","GSM1353195",71,NA
"GSE56047","GSM1353196",58,NA
"GSE56047","GSM1353197",55,NA
"GSE56047","GSM1353198",49,NA
"GSE56047","GSM1353199",56,NA
"GSE56047","GSM1353200",64,NA
"GSE56047","GSM1353201",55,NA
"GSE56047","GSM1353202",64,NA
"GSE56047","GSM1353203",56,NA
"GSE56047","GSM1364223",59,NA
"GSE56047","GSM1364224",72,NA
"GSE56047","GSM1364225",71,NA
"GSE56047","GSM1364226",75,NA
"GSE56047","GSM1364227",58,NA
"GSE56047","GSM1364228",59,NA
"GSE56047","GSM1364229",66,NA
"GSE56047","GSM1364230",54,NA
"GSE56047","GSM1364231",69,NA
"GSE56047","GSM1364232",53,NA
"GSE56047","GSM1364233",62,NA
"GSE56047","GSM1364234",70,NA
"GSE56047","GSM1364235",65,NA
"GSE56047","GSM1364236",61,NA
"GSE56047","GSM1364237",73,NA
"GSE56047","GSM1364238",56,NA
"GSE56047","GSM1364239",58,NA
"GSE56047","GSM1364240",60,NA
"GSE56047","GSM1364241",63,NA
"GSE56047","GSM1364242",53,NA
"GSE56047","GSM1364243",63,NA
"GSE56047","GSM1364244",53,NA
"GSE56047","GSM1364245",62,NA
"GSE56047","GSM1364246",64,NA
"GSE56047","GSM1364247",78,NA
"GSE56047","GSM1364248",53,NA
"GSE56047","GSM1364249",52,NA
"GSE56047","GSM1364250",65,NA
"GSE56047","GSM1364251",64,NA
"GSE56047","GSM1364252",56,NA
"GSE56047","GSM1364253",51,NA
"GSE56047","GSM1364254",52,NA
"GSE56047","GSM1364255",58,NA
"GSE56047","GSM1364256",45,NA
"GSE56047","GSM1364257",46,NA
"GSE56047","GSM1364258",48,NA
"GSE56047","GSM1364259",64,NA
"GSE56047","GSM1364260",56,NA
"GSE56047","GSM1364261",48,NA
"GSE56047","GSM1364262",47,NA
"GSE56047","GSM1364263",45,NA
"GSE56047","GSM1364264",48,NA
"GSE56047","GSM1364265",66,NA
"GSE56047","GSM1364266",65,NA
"GSE56047","GSM1364267",48,NA
"GSE56047","GSM1364268",61,NA
"GSE56047","GSM1364269",79,NA
"GSE56047","GSM1364270",71,NA
"GSE56047","GSM1364271",51,NA
"GSE56047","GSM1364272",70,NA
"GSE56047","GSM1364273",65,NA
"GSE56047","GSM1364274",67,NA
"GSE56047","GSM1364275",72,NA
"GSE56047","GSM1364276",56,NA
"GSE56047","GSM1364277",55,NA
"GSE56047","GSM1364278",48,NA
"GSE56047","GSM1364279",49,NA
"GSE56047","GSM1364280",65,NA
"GSE56047","GSM1364281",55,NA
"GSE56047","GSM1364282",58,NA
"GSE56047","GSM1364283",70,NA
"GSE56047","GSM1364284",72,NA
"GSE56047","GSM1364285",65,NA
"GSE56047","GSM1364286",60,NA
"GSE56047","GSM1364287",68,NA
"GSE56047","GSM1364288",69,NA
"GSE56047","GSM1364289",69,NA
"GSE56047","GSM1364290",54,NA
"GSE56047","GSM1364291",52,NA
"GSE56047","GSM1364292",62,NA
"GSE56047","GSM1364293",66,NA
"GSE56047","GSM1364294",61,NA
"GSE56047","GSM1364295",46,NA
"GSE56047","GSM1364296",54,NA
"GSE56047","GSM1364297",68,NA
"GSE56047","GSM1364298",74,NA
"GSE56047","GSM1364299",47,NA
"GSE56047","GSM1364300",72,NA
"GSE56047","GSM1364301",53,NA
"GSE56047","GSM1364302",71,NA
"GSE56047","GSM1364303",53,NA
"GSE56047","GSM1364304",64,NA
"GSE56047","GSM1364305",48,NA
"GSE56047","GSM1364306",66,NA
"GSE56047","GSM1364307",45,NA
"GSE56047","GSM1364308",51,NA
"GSE56047","GSM1364309",67,NA
"GSE56047","GSM1364310",74,NA
"GSE56047","GSM1364311",58,NA
"GSE56047","GSM1364312",59,NA
"GSE56047","GSM1364313",66,NA
"GSE56047","GSM1364314",63,NA
"GSE56047","GSM1364315",59,NA
"GSE56047","GSM1364316",59,NA
"GSE56047","GSM1364317",72,NA
"GSE56047","GSM1364318",58,NA
"GSE56047","GSM1364319",57,NA
"GSE56047","GSM1364320",59,NA
"GSE56047","GSM1364321",53,NA
"GSE56047","GSM1364322",53,NA
"GSE56047","GSM1364323",69,NA
"GSE56047","GSM1364324",68,NA
"GSE56047","GSM1364325",67,NA
"GSE56047","GSM1364326",60,NA
"GSE56047","GSM1364327",57,NA
"GSE56047","GSM1364328",60,NA
"GSE56047","GSM1364329",74,NA
"GSE56047","GSM1364330",65,NA
"GSE56047","GSM1364331",58,NA
"GSE56047","GSM1364332",52,NA
"GSE56047","GSM1364333",67,NA
"GSE56047","GSM1364334",54,NA
"GSE56047","GSM1364335",59,NA
"GSE56047","GSM1364336",57,NA
"GSE56047","GSM1364337",56,NA
"GSE56047","GSM1364338",56,NA
"GSE56047","GSM1364339",70,NA
"GSE56047","GSM1364340",74,NA
"GSE56047","GSM1364341",45,NA
"GSE56047","GSM1364342",62,NA
"GSE56047","GSM1364343",75,NA
"GSE56047","GSM1364344",49,NA
"GSE56047","GSM1364345",58,NA
"GSE56047","GSM1364346",52,NA
"GSE56047","GSM1364347",53,NA
"GSE56047","GSM1364348",59,NA
"GSE56047","GSM1364349",58,NA
"GSE56047","GSM1364350",57,NA
"GSE56047","GSM1364351",52,NA
"GSE56047","GSM1364352",54,NA
"GSE56047","GSM1364353",50,NA
"GSE56047","GSM1364354",70,NA
"GSE56047","GSM1364355",60,NA
"GSE56047","GSM1364356",69,NA
"GSE56047","GSM1364357",77,NA
"GSE56047","GSM1364358",46,NA
"GSE56047","GSM1364359",47,NA
"GSE56047","GSM1364360",58,NA
"GSE56047","GSM1364361",49,NA
"GSE56047","GSM1364362",64,NA
"GSE56047","GSM1364363",79,NA
"GSE56047","GSM1364364",66,NA
"GSE56047","GSM1364365",63,NA
"GSE56047","GSM1364366",63,NA
"GSE56047","GSM1364367",49,NA
"GSE56047","GSM1364368",49,NA
"GSE56047","GSM1364369",63,NA
"GSE56047","GSM1364370",60,NA
"GSE56047","GSM1364371",51,NA
"GSE56047","GSM1364372",54,NA
"GSE56047","GSM1364373",55,NA
"GSE56047","GSM1364374",50,NA
"GSE56047","GSM1364375",51,NA
"GSE56047","GSM1364376",56,NA
"GSE56047","GSM1364377",45,NA
"GSE56047","GSM1364378",54,NA
"GSE56047","GSM1364379",51,NA
"GSE56047","GSM1364380",57,NA
"GSE56047","GSM1364381",45,NA
"GSE56047","GSM1364382",51,NA
"GSE56047","GSM1364383",62,NA
"GSE56047","GSM1364384",68,NA
"GSE56047","GSM1364385",50,NA
"GSE56047","GSM1364386",63,NA
"GSE56047","GSM1364387",71,NA
"GSE56047","GSM1364388",69,NA
"GSE56047","GSM1364389",51,NA
"GSE56047","GSM1364390",64,NA
"GSE56047","GSM1364391",48,NA
"GSE56047","GSM1364392",66,NA
"GSE56047","GSM1364393",57,NA
"GSE56047","GSM1364394",47,NA
"GSE56047","GSM1364395",54,NA
"GSE56047","GSM1364396",56,NA
"GSE56047","GSM1364397",51,NA
"GSE56047","GSM1364398",48,NA
"GSE56047","GSM1364399",66,NA
"GSE56047","GSM1364400",45,NA
"GSE56047","GSM1364401",71,NA
"GSE56047","GSM1364402",51,NA
"GSE56047","GSM1364403",46,NA
"GSE56047","GSM1364404",57,NA
"GSE56047","GSM1364405",58,NA
"GSE56047","GSM1364406",61,NA
"GSE56047","GSM1364407",45,NA
"GSE56047","GSM1364408",66,NA
"GSE56047","GSM1364409",71,NA
"GSE56047","GSM1364410",50,NA
"GSE56047","GSM1364411",49,NA
"GSE56047","GSM1364412",65,NA
"GSE56047","GSM1364413",49,NA
"GSE56047","GSM1364414",47,NA
"GSE56047","GSM1364415",74,NA
"GSE56047","GSM1364416",66,NA
"GSE56047","GSM1364417",64,NA
"GSE56047","GSM1364418",52,NA
"GSE56047","GSM1364419",68,NA
"GSE56047","GSM1364420",52,NA
"GSE56047","GSM1364421",47,NA
"GSE56047","GSM1364422",51,NA
"GSE56047","GSM1364423",49,NA
"GSE56047","GSM1364424",48,NA
"GSE56047","GSM1364425",58,NA
"GSE56047","GSM1364426",62,NA
"GSE56047","GSM1364427",51,NA
"GSE56047","GSM1364428",49,NA
"GSE56047","GSM1364429",57,NA
"GSE56047","GSM1364430",76,NA
"GSE56047","GSM1364431",52,NA
"GSE56047","GSM1364432",48,NA
"GSE56047","GSM1364433",53,NA
"GSE56047","GSM1364434",45,NA
"GSE56047","GSM1364435",64,NA
"GSE56047","GSM1364436",56,NA
"GSE30483","GSM755408",45,"M"
"GSE30483","GSM755409",55,"F"
"GSE30483","GSM755410",54,"M"
"GSE30483","GSM755411",52,"M"
"GSE30483","GSM755412",58,"M"
"GSE30483","GSM755413",18,"M"
"GSE30483","GSM755414",30,"M"
"GSE30483","GSM755415",48,"M"
"GSE30483","GSM755416",27,"M"
"GSE30483","GSM755417",26,"M"
"GSE30483","GSM755418",28,"M"
"GSE30483","GSM755419",39,"M"
"GSE30483","GSM755420",50,"F"
"GSE30483","GSM755421",44,"M"
"GSE30483","GSM755422",49,"F"
"GSE30483","GSM755423",36,"M"
"GSE30483","GSM755424",44,"M"
"GSE30483","GSM755425",45,"M"
"GSE30483","GSM755426",43,"M"
"GSE30483","GSM755427",23,"M"
"GSE30483","GSM755428",28,"M"
"GSE30483","GSM755429",52,"M"
"GSE30483","GSM755430",39,"M"
"GSE30483","GSM755431",49,"M"
"GSE30483","GSM755432",46,"F"
"GSE30483","GSM755433",24,"M"
"GSE30483","GSM755434",67,"M"
"GSE30483","GSM755435",32,"M"
"GSE30483","GSM755436",40,"M"
"GSE30483","GSM755437",37,"M"
"GSE30483","GSM755438",27,"M"
"GSE30483","GSM755439",52,"M"
"GSE30483","GSM755440",38,"M"
"GSE30483","GSM755441",42,"M"
"GSE30483","GSM755442",44,"M"
"GSE30483","GSM755443",20,"M"
"GSE30483","GSM755444",66,"M"
"GSE30483","GSM755445",44,"M"
"GSE30483","GSM755446",33,"F"
"GSE30483","GSM755447",32,"F"
"GSE30483","GSM755448",34,"F"
"GSE30483","GSM755449",46,"F"
"GSE30483","GSM755450",23,"F"
"GSE30483","GSM755451",39,"F"
"GSE30483","GSM755452",46,"M"
"GSE30483","GSM755453",22,"M"
"GSE30483","GSM755454",29,"M"
"GSE30483","GSM755455",55,"F"
"GSE30483","GSM755456",25,"F"
"GSE30483","GSM755457",53,"F"
"GSE30483","GSM755458",27,"M"
"GSE30483","GSM755459",44,"F"
"GSE30483","GSM755460",40,"F"
"GSE30483","GSM755461",50,"F"
"GSE30483","GSM755462",21,"M"
"GSE30483","GSM755463",40,"M"
"GSE30483","GSM755464",41,"F"
"GSE30483","GSM755465",24,"M"
"GSE30483","GSM755466",25,"F"
"GSE30483","GSM755467",22,"M"
"GSE30483","GSM755468",59,"F"
"GSE30483","GSM755469",60,"M"
"GSE30483","GSM755470",25,"M"
"GSE30483","GSM755471",27,"M"
"GSE30483","GSM755472",59,"F"
"GSE30483","GSM755473",21,"M"
"GSE30483","GSM755474",22,"F"
"GSE30483","GSM755475",19,"F"
"GSE30483","GSM755476",46,"F"
"GSE30483","GSM755477",29,"M"
"GSE30483","GSM755478",53,"F"
"GSE30483","GSM755479",65,"M"
"GSE30483","GSM755480",27,"M"
"GSE30483","GSM755481",46,"F"
"GSE30483","GSM755482",25,"F"
"GSE30483","GSM755483",42,"M"
"GSE30483","GSM755484",29,"F"
"GSE30483","GSM755485",46,"F"
"GSE30483","GSM755486",48,"M"
"GSE30483","GSM755487",43,"M"
"GSE47353","GSM1147758",24,"M"
"GSE47353","GSM1147760",24,"M"
"GSE47353","GSM1147763",22,"F"
"GSE47353","GSM1147765",22,"F"
"GSE47353","GSM1147768",23,"M"
"GSE47353","GSM1147770",23,"M"
"GSE47353","GSM1147773",22,"F"
