"GSE","GSM","age","sex"
"GSE56047","GSM1352034",53,NA
"GSE56047","GSM1352035",62,NA
"GSE56047","GSM1352036",70,NA
"GSE56047","GSM1352037",65,NA
"GSE56047","GSM1352038",61,NA
"GSE56047","GSM1352039",73,NA
"GSE56047","GSM1352040",70,NA
"GSE56047","GSM1352041",56,NA
"GSE56047","GSM1352042",58,NA
"GSE56047","GSM1352043",60,NA
"GSE56047","GSM1352044",60,NA
"GSE56047","GSM1352045",61,NA
"GSE56047","GSM1352046",63,NA
"GSE56047","GSM1352047",63,NA
"GSE56047","GSM1352048",52,NA
"GSE56047","GSM1352049",63,NA
"GSE56047","GSM1352050",65,NA
"GSE56047","GSM1352051",61,NA
"GSE56047","GSM1352052",52,NA
"GSE56047","GSM1352053",53,NA
"GSE56047","GSM1352054",47,NA
"GSE56047","GSM1352055",77,NA
"GSE56047","GSM1352056",72,NA
"GSE56047","GSM1352057",58,NA
"GSE56047","GSM1352058",52,NA
"GSE56047","GSM1352059",63,NA
"GSE56047","GSM1352060",58,NA
"GSE56047","GSM1352061",65,NA
"GSE56047","GSM1352062",53,NA
"GSE56047","GSM1352063",54,NA
"GSE56047","GSM1352064",76,NA
"GSE56047","GSM1352065",62,NA
"GSE56047","GSM1352066",62,NA
"GSE56047","GSM1352067",55,NA
"GSE56047","GSM1352068",76,NA
"GSE56047","GSM1352069",45,NA
"GSE56047","GSM1352070",78,NA
"GSE56047","GSM1352071",56,NA
"GSE56047","GSM1352072",62,NA
"GSE56047","GSM1352073",64,NA
"GSE56047","GSM1352074",68,NA
"GSE56047","GSM1352075",66,NA
"GSE56047","GSM1352076",49,NA
"GSE56047","GSM1352077",64,NA
"GSE56047","GSM1352078",53,NA
"GSE56047","GSM1352079",50,NA
"GSE56047","GSM1352080",74,NA
"GSE56047","GSM1352081",61,NA
"GSE56047","GSM1352082",78,NA
"GSE56047","GSM1352083",80,NA
"GSE56047","GSM1352084",53,NA
"GSE56047","GSM1352085",67,NA
"GSE56047","GSM1352086",67,NA
"GSE56047","GSM1352087",52,NA
"GSE56047","GSM1352088",52,NA
"GSE56047","GSM1352089",75,NA
"GSE56047","GSM1352090",63,NA
"GSE56047","GSM1352091",66,NA
"GSE56047","GSM1352092",60,NA
"GSE56047","GSM1352093",65,NA
"GSE56047","GSM1352094",64,NA
"GSE56047","GSM1352095",56,NA
"GSE56047","GSM1352096",51,NA
"GSE56047","GSM1352097",56,NA
"GSE56047","GSM1352098",50,NA
"GSE56047","GSM1352099",51,NA
"GSE56047","GSM1352100",75,NA
"GSE56047","GSM1352101",52,NA
"GSE56047","GSM1352102",49,NA
"GSE56047","GSM1352103",45,NA
"GSE56047","GSM1352104",60,NA
"GSE56047","GSM1352105",62,NA
"GSE56047","GSM1352106",61,NA
"GSE56047","GSM1352107",55,NA
"GSE56047","GSM1352108",53,NA
"GSE56047","GSM1352109",52,NA
"GSE56047","GSM1352110",58,NA
"GSE56047","GSM1352111",77,NA
"GSE56047","GSM1352112",50,NA
"GSE56047","GSM1352113",59,NA
"GSE56047","GSM1352114",48,NA
"GSE56047","GSM1352115",58,NA
"GSE56047","GSM1352116",45,NA
"GSE56047","GSM1352117",45,NA
"GSE56047","GSM1352118",54,NA
"GSE56047","GSM1352119",65,NA
"GSE56047","GSM1352120",47,NA
"GSE56047","GSM1352121",58,NA
"GSE56047","GSM1352122",46,NA
"GSE56047","GSM1352123",51,NA
"GSE56047","GSM1352124",48,NA
"GSE56047","GSM1352125",50,NA
"GSE56047","GSM1352126",64,NA
"GSE56047","GSM1352127",56,NA
"GSE56047","GSM1352128",47,NA
"GSE56047","GSM1352129",53,NA
"GSE56047","GSM1352130",46,NA
"GSE56047","GSM1352131",54,NA
"GSE56047","GSM1352132",55,NA
"GSE56047","GSM1352133",68,NA
"GSE56047","GSM1352134",63,NA
"GSE56047","GSM1352135",53,NA
"GSE56047","GSM1352136",81,NA
"GSE56047","GSM1352137",71,NA
"GSE56047","GSM1352138",63,NA
"GSE56047","GSM1352139",47,NA
"GSE56047","GSM1352140",79,NA
"GSE56047","GSM1352141",55,NA
"GSE56047","GSM1352142",53,NA
"GSE56047","GSM1352143",62,NA
"GSE56047","GSM1352144",67,NA
"GSE56047","GSM1352145",49,NA
"GSE56047","GSM1352146",64,NA
"GSE56047","GSM1352147",57,NA
"GSE56047","GSM1352148",47,NA
"GSE56047","GSM1352149",72,NA
"GSE56047","GSM1352150",48,NA
"GSE56047","GSM1352151",50,NA
"GSE56047","GSM1352152",62,NA
"GSE56047","GSM1352153",68,NA
"GSE56047","GSM1352154",68,NA
"GSE56047","GSM1352155",48,NA
"GSE56047","GSM1352156",53,NA
"GSE56047","GSM1352157",56,NA
"GSE56047","GSM1352158",57,NA
"GSE56047","GSM1352159",67,NA
"GSE56047","GSM1352160",59,NA
"GSE56047","GSM1352161",47,NA
"GSE56047","GSM1352162",62,NA
"GSE56047","GSM1352163",62,NA
"GSE56047","GSM1352164",50,NA
"GSE56047","GSM1352165",65,NA
"GSE56047","GSM1352166",62,NA
"GSE56047","GSM1352167",66,NA
"GSE56047","GSM1352168",67,NA
"GSE56047","GSM1352169",45,NA
"GSE56047","GSM1352170",81,NA
"GSE56047","GSM1352171",45,NA
"GSE56047","GSM1352172",64,NA
"GSE56047","GSM1352173",73,NA
"GSE56047","GSM1352174",47,NA
"GSE56047","GSM1352175",49,NA
"GSE56047","GSM1352176",54,NA
"GSE56047","GSM1352177",56,NA
"GSE56047","GSM1352178",75,NA
"GSE56047","GSM1352179",49,NA
"GSE56047","GSM1352180",47,NA
"GSE56047","GSM1352181",64,NA
"GSE56047","GSM1352182",58,NA
"GSE56047","GSM1352183",58,NA
"GSE56047","GSM1352184",50,NA
"GSE56047","GSM1352185",69,NA
"GSE56047","GSM1352186",71,NA
"GSE56047","GSM1352187",45,NA
"GSE56047","GSM1352188",48,NA
"GSE56047","GSM1352189",50,NA
"GSE56047","GSM1352190",66,NA
"GSE56047","GSM1352191",62,NA
"GSE56047","GSM1352192",61,NA
"GSE56047","GSM1352193",57,NA
"GSE56047","GSM1352194",54,NA
"GSE56047","GSM1352195",66,NA
"GSE56047","GSM1352196",65,NA
"GSE56047","GSM1352197",51,NA
"GSE56047","GSM1352198",68,NA
"GSE56047","GSM1352199",74,NA
"GSE56047","GSM1352200",78,NA
"GSE56047","GSM1352201",50,NA
"GSE56047","GSM1352202",76,NA
"GSE56047","GSM1352203",55,NA
"GSE56047","GSM1352204",62,NA
"GSE56047","GSM1352205",56,NA
"GSE56047","GSM1352206",62,NA
"GSE56047","GSM1352207",76,NA
"GSE56047","GSM1352208",74,NA
"GSE56047","GSM1352209",72,NA
"GSE56047","GSM1352210",63,NA
"GSE56047","GSM1352211",47,NA
"GSE56047","GSM1352212",48,NA
"GSE56047","GSM1352213",56,NA
"GSE56047","GSM1352214",47,NA
"GSE56047","GSM1352215",60,NA
"GSE56047","GSM1352216",64,NA
"GSE56047","GSM1352217",59,NA
"GSE56047","GSM1352218",51,NA
"GSE56047","GSM1352219",61,NA
"GSE56047","GSM1352220",69,NA
"GSE56047","GSM1352221",73,NA
"GSE56047","GSM1352222",52,NA
"GSE56047","GSM1352223",48,NA
"GSE56047","GSM1352224",50,NA
"GSE56047","GSM1352225",71,NA
"GSE56047","GSM1352226",61,NA
"GSE56047","GSM1352227",79,NA
"GSE56047","GSM1352228",71,NA
"GSE56047","GSM1352229",66,NA
"GSE56047","GSM1352230",77,NA
"GSE56047","GSM1352231",73,NA
"GSE56047","GSM1352232",66,NA
"GSE56047","GSM1352233",70,NA
"GSE56047","GSM1352234",68,NA
"GSE56047","GSM1352235",46,NA
"GSE56047","GSM1352236",70,NA
"GSE56047","GSM1352237",46,NA
"GSE56047","GSM1352238",51,NA
"GSE56047","GSM1352239",70,NA
"GSE56047","GSM1352240",65,NA
"GSE56047","GSM1352241",74,NA
"GSE56047","GSM1352242",67,NA
"GSE56047","GSM1352243",72,NA
"GSE56047","GSM1352244",51,NA
"GSE56047","GSM1352245",69,NA
"GSE56047","GSM1352246",64,NA
"GSE56047","GSM1352247",46,NA
"GSE56047","GSM1352248",66,NA
"GSE56047","GSM1352249",52,NA
"GSE56047","GSM1352250",56,NA
"GSE56047","GSM1352251",70,NA
"GSE56047","GSM1352252",55,NA
"GSE56047","GSM1352253",46,NA
"GSE56047","GSM1352254",48,NA
"GSE56047","GSM1352255",49,NA
"GSE56047","GSM1352256",77,NA
"GSE56047","GSM1352257",47,NA
"GSE56047","GSM1352258",48,NA
"GSE56047","GSM1352259",79,NA
"GSE56047","GSM1352260",68,NA
"GSE56047","GSM1352261",57,NA
"GSE56047","GSM1352262",49,NA
"GSE56047","GSM1352263",60,NA
"GSE56047","GSM1352264",59,NA
"GSE56047","GSM1352265",71,NA
"GSE56047","GSM1352266",65,NA
"GSE56047","GSM1352267",72,NA
"GSE56047","GSM1352268",73,NA
"GSE56047","GSM1352269",55,NA
"GSE56047","GSM1352270",58,NA
"GSE56047","GSM1352271",70,NA
"GSE56047","GSM1352272",75,NA
"GSE56047","GSM1352273",69,NA
"GSE56047","GSM1352274",66,NA
"GSE56047","GSM1352275",50,NA
"GSE56047","GSM1352276",72,NA
"GSE56047","GSM1352277",57,NA
"GSE56047","GSM1352278",53,NA
"GSE56047","GSM1352279",54,NA
"GSE56047","GSM1352280",68,NA
"GSE56047","GSM1352281",65,NA
"GSE56047","GSM1352282",55,NA
"GSE56047","GSM1352283",62,NA
"GSE56047","GSM1352284",77,NA
"GSE56047","GSM1352285",60,NA
"GSE56047","GSM1352286",52,NA
"GSE56047","GSM1352287",47,NA
"GSE56047","GSM1352288",68,NA
"GSE56047","GSM1352289",65,NA
"GSE56047","GSM1352290",58,NA
"GSE56047","GSM1352291",69,NA
"GSE56047","GSM1352292",69,NA
"GSE56047","GSM1352293",50,NA
"GSE56047","GSM1352294",48,NA
"GSE56047","GSM1352295",59,NA
"GSE56047","GSM1352296",62,NA
"GSE56047","GSM1352297",69,NA
"GSE56047","GSM1352298",54,NA
"GSE56047","GSM1352299",81,NA
"GSE56047","GSM1352300",64,NA
"GSE56047","GSM1352301",54,NA
"GSE56047","GSM1352302",70,NA
"GSE56047","GSM1352303",59,NA
"GSE56047","GSM1352304",47,NA
"GSE56047","GSM1352305",67,NA
"GSE56047","GSM1352306",64,NA
"GSE56047","GSM1352307",70,NA
"GSE56047","GSM1352308",67,NA
"GSE56047","GSM1352309",56,NA
"GSE56047","GSM1352310",71,NA
"GSE56047","GSM1352311",67,NA
"GSE56047","GSM1352312",55,NA
"GSE56047","GSM1352313",77,NA
"GSE56047","GSM1352314",48,NA
"GSE56047","GSM1352315",75,NA
"GSE56047","GSM1352316",50,NA
"GSE56047","GSM1352317",52,NA
"GSE56047","GSM1352318",64,NA
"GSE56047","GSM1352319",77,NA
"GSE56047","GSM1352320",71,NA
"GSE56047","GSM1352321",47,NA
"GSE56047","GSM1352322",47,NA
"GSE56047","GSM1352323",79,NA
"GSE56047","GSM1352324",51,NA
"GSE56047","GSM1352325",69,NA
"GSE56047","GSM1352326",54,NA
"GSE56047","GSM1352327",64,NA
"GSE56047","GSM1352328",63,NA
"GSE56047","GSM1352329",46,NA
"GSE56047","GSM1352330",56,NA
"GSE56047","GSM1352331",62,NA
"GSE56047","GSM1352332",61,NA
"GSE56047","GSM1352333",59,NA
"GSE56047","GSM1352334",71,NA
"GSE56047","GSM1352335",64,NA
"GSE56047","GSM1352336",78,NA
"GSE56047","GSM1352337",67,NA
"GSE56047","GSM1352338",48,NA
"GSE56047","GSM1352339",67,NA
"GSE56047","GSM1352340",72,NA
"GSE56047","GSM1352341",82,NA
"GSE56047","GSM1352342",66,NA
"GSE56047","GSM1352343",57,NA
"GSE56047","GSM1352344",73,NA
"GSE56047","GSM1352345",51,NA
"GSE56047","GSM1352346",65,NA
"GSE56047","GSM1352347",61,NA
"GSE56047","GSM1352348",66,NA
"GSE56047","GSM1352349",46,NA
"GSE56047","GSM1352350",59,NA
"GSE56047","GSM1352351",50,NA
"GSE56047","GSM1352352",76,NA
"GSE56047","GSM1352353",52,NA
"GSE56047","GSM1352354",54,NA
"GSE56047","GSM1352355",77,NA
"GSE56047","GSM1352356",67,NA
"GSE56047","GSM1352357",53,NA
"GSE56047","GSM1352358",52,NA
"GSE56047","GSM1352359",55,NA
"GSE56047","GSM1352360",62,NA
"GSE56047","GSM1352361",54,NA
"GSE56047","GSM1352362",68,NA
"GSE56047","GSM1352363",46,NA
"GSE56047","GSM1352364",53,NA
"GSE56047","GSM1352365",53,NA
"GSE56047","GSM1352366",54,NA
"GSE56047","GSM1352367",71,NA
"GSE56047","GSM1352368",75,NA
"GSE56047","GSM1352369",58,NA
"GSE56047","GSM1352370",57,NA
"GSE56047","GSM1352371",47,NA
"GSE56047","GSM1352372",48,NA
"GSE56047","GSM1352373",52,NA
"GSE56047","GSM1352374",68,NA
"GSE56047","GSM1352375",68,NA
"GSE56047","GSM1352376",66,NA
"GSE56047","GSM1352377",71,NA
"GSE56047","GSM1352378",54,NA
"GSE56047","GSM1352379",56,NA
"GSE56047","GSM1352380",77,NA
"GSE56047","GSM1352381",45,NA
"GSE56047","GSM1352382",53,NA
"GSE56047","GSM1352383",60,NA
"GSE56047","GSM1352384",66,NA
"GSE56047","GSM1352385",46,NA
"GSE56047","GSM1352386",46,NA
"GSE56047","GSM1352387",78,NA
"GSE56047","GSM1352388",74,NA
"GSE56047","GSM1352389",47,NA
"GSE56047","GSM1352390",60,NA
"GSE56047","GSM1352391",61,NA
"GSE56047","GSM1352392",61,NA
"GSE56047","GSM1352393",67,NA
"GSE56047","GSM1352394",67,NA
"GSE56047","GSM1352395",54,NA
"GSE56047","GSM1352396",72,NA
"GSE56047","GSM1352397",45,NA
"GSE56047","GSM1352398",63,NA
"GSE56047","GSM1352399",53,NA
"GSE56047","GSM1352400",56,NA
"GSE56047","GSM1352401",60,NA
"GSE56047","GSM1352402",52,NA
"GSE56047","GSM1352403",68,NA
"GSE56047","GSM1352404",58,NA
"GSE56047","GSM1352405",65,NA
"GSE56047","GSM1352406",71,NA
"GSE56047","GSM1352407",54,NA
"GSE56047","GSM1352408",61,NA
"GSE56047","GSM1352409",58,NA
"GSE56047","GSM1352410",54,NA
"GSE56047","GSM1352411",62,NA
"GSE56047","GSM1352412",57,NA
"GSE56047","GSM1352413",71,NA
"GSE56047","GSM1352414",54,NA
"GSE56047","GSM1352415",80,NA
"GSE56047","GSM1352416",50,NA
"GSE56047","GSM1352417",63,NA
"GSE56047","GSM1352418",79,NA
"GSE56047","GSM1352419",54,NA
"GSE56047","GSM1352420",53,NA
"GSE56047","GSM1352421",52,NA
"GSE56047","GSM1352422",72,NA
"GSE56047","GSM1352423",68,NA
"GSE56047","GSM1352424",46,NA
"GSE56047","GSM1352425",66,NA
"GSE56047","GSM1352426",50,NA
"GSE56047","GSM1352427",57,NA
"GSE56047","GSM1352428",53,NA
"GSE56047","GSM1352429",82,NA
"GSE56047","GSM1352430",67,NA
"GSE56047","GSM1352431",63,NA
"GSE56047","GSM1352432",65,NA
"GSE56047","GSM1352433",48,NA
"GSE56047","GSM1352434",66,NA
"GSE56047","GSM1352435",49,NA
"GSE56047","GSM1352436",62,NA
"GSE56047","GSM1352437",61,NA
"GSE56047","GSM1352438",77,NA
"GSE56047","GSM1352439",52,NA
"GSE56047","GSM1352440",68,NA
"GSE56047","GSM1352441",50,NA
"GSE56047","GSM1352442",66,NA
"GSE56047","GSM1352443",47,NA
"GSE56047","GSM1352444",75,NA
"GSE56047","GSM1352445",75,NA
"GSE56047","GSM1352446",65,NA
"GSE56047","GSM1352447",69,NA
"GSE56047","GSM1352448",62,NA
"GSE56047","GSM1352449",65,NA
"GSE56047","GSM1352450",57,NA
"GSE56047","GSM1352451",64,NA
"GSE56047","GSM1352452",66,NA
"GSE56047","GSM1352453",47,NA
"GSE56047","GSM1352454",64,NA
"GSE56047","GSM1352455",48,NA
"GSE56047","GSM1352456",70,NA
"GSE56047","GSM1352457",71,NA
"GSE56047","GSM1352458",48,NA
"GSE56047","GSM1352459",61,NA
"GSE56047","GSM1352460",66,NA
"GSE56047","GSM1352461",51,NA
"GSE56047","GSM1352462",45,NA
"GSE56047","GSM1352463",70,NA
"GSE56047","GSM1352464",61,NA
"GSE56047","GSM1352465",49,NA
"GSE56047","GSM1352466",74,NA
"GSE56047","GSM1352467",68,NA
"GSE56047","GSM1352468",51,NA
"GSE56047","GSM1352469",62,NA
"GSE56047","GSM1352470",49,NA
"GSE56047","GSM1352471",48,NA
"GSE56047","GSM1352472",48,NA
"GSE56047","GSM1352473",67,NA
"GSE56047","GSM1352474",74,NA
"GSE56047","GSM1352475",61,NA
"GSE56047","GSM1352476",58,NA
"GSE56047","GSM1352477",46,NA
"GSE56047","GSM1352478",62,NA
"GSE56047","GSM1352479",61,NA
"GSE56047","GSM1352480",57,NA
"GSE56047","GSM1352481",67,NA
"GSE56047","GSM1352482",66,NA
"GSE56047","GSM1352483",59,NA
"GSE56047","GSM1352484",69,NA
"GSE56047","GSM1352485",65,NA
"GSE56047","GSM1352486",56,NA
"GSE56047","GSM1352487",55,NA
"GSE56047","GSM1352488",50,NA
"GSE56047","GSM1352489",66,NA
"GSE56047","GSM1352490",52,NA
"GSE56047","GSM1352491",56,NA
"GSE56047","GSM1352492",54,NA
"GSE56047","GSM1352493",62,NA
"GSE56047","GSM1352494",57,NA
"GSE56047","GSM1352495",69,NA
"GSE56047","GSM1352496",47,NA
"GSE56047","GSM1352497",63,NA
"GSE56047","GSM1352498",63,NA
"GSE56047","GSM1352499",65,NA
"GSE56047","GSM1352500",70,NA
"GSE56047","GSM1352501",63,NA
"GSE56047","GSM1352502",59,NA
"GSE56047","GSM1352503",59,NA
"GSE56047","GSM1352504",70,NA
"GSE56047","GSM1352505",66,NA
"GSE56047","GSM1352506",51,NA
"GSE56047","GSM1352507",68,NA
"GSE56047","GSM1352508",59,NA
"GSE56047","GSM1352509",72,NA
"GSE56047","GSM1352510",70,NA
"GSE56047","GSM1352511",69,NA
"GSE56047","GSM1352512",51,NA
"GSE56047","GSM1352513",48,NA
"GSE56047","GSM1352514",61,NA
"GSE56047","GSM1352515",72,NA
"GSE56047","GSM1352516",69,NA
"GSE56047","GSM1352517",63,NA
"GSE56047","GSM1352518",63,NA
"GSE56047","GSM1352519",56,NA
"GSE56047","GSM1352520",56,NA
"GSE56047","GSM1352521",72,NA
"GSE56047","GSM1352522",58,NA
"GSE56047","GSM1352523",57,NA
"GSE56047","GSM1352524",51,NA
"GSE56047","GSM1352525",69,NA
"GSE56047","GSM1352526",64,NA
"GSE56047","GSM1352527",72,NA
"GSE56047","GSM1352528",60,NA
"GSE56047","GSM1352529",65,NA
"GSE56047","GSM1352530",67,NA
"GSE56047","GSM1352531",59,NA
"GSE56047","GSM1352532",60,NA
"GSE56047","GSM1352533",67,NA
"GSE56047","GSM1352534",53,NA
"GSE56047","GSM1352535",71,NA
"GSE56047","GSM1352536",47,NA
"GSE56047","GSM1352537",71,NA
"GSE56047","GSM1352538",50,NA
"GSE56047","GSM1352539",48,NA
"GSE56047","GSM1352540",53,NA
"GSE56047","GSM1352541",45,NA
"GSE56047","GSM1352542",60,NA
"GSE56047","GSM1352543",69,NA
"GSE56047","GSM1352544",56,NA
"GSE56047","GSM1352545",61,NA
"GSE56047","GSM1352546",68,NA
"GSE56047","GSM1352547",73,NA
"GSE56047","GSM1352548",63,NA
"GSE56047","GSM1352549",45,NA
"GSE56047","GSM1352550",56,NA
"GSE56047","GSM1352551",56,NA
"GSE56047","GSM1352552",73,NA
"GSE56047","GSM1352553",60,NA
"GSE56047","GSM1352554",79,NA
"GSE56047","GSM1352555",67,NA
"GSE56047","GSM1352556",67,NA
"GSE56047","GSM1352557",45,NA
"GSE56047","GSM1352558",61,NA
"GSE56047","GSM1352559",60,NA
"GSE56047","GSM1352560",63,NA
"GSE56047","GSM1352561",57,NA
"GSE56047","GSM1352562",45,NA
"GSE56047","GSM1352563",51,NA
"GSE56047","GSM1352564",60,NA
"GSE56047","GSM1352565",71,NA
"GSE56047","GSM1352566",67,NA
"GSE56047","GSM1352567",48,NA
"GSE56047","GSM1352568",53,NA
"GSE56047","GSM1352569",65,NA
"GSE56047","GSM1352570",64,NA
"GSE56047","GSM1352571",48,NA
"GSE56047","GSM1352572",80,NA
"GSE56047","GSM1352573",56,NA
"GSE56047","GSM1352574",79,NA
"GSE56047","GSM1352575",50,NA
"GSE56047","GSM1352576",69,NA
"GSE56047","GSM1352577",45,NA
"GSE56047","GSM1352578",56,NA
"GSE56047","GSM1352579",69,NA
"GSE56047","GSM1352580",75,NA
"GSE56047","GSM1352581",74,NA
"GSE56047","GSM1352582",65,NA
"GSE56047","GSM1352583",69,NA
"GSE56047","GSM1352584",68,NA
"GSE56047","GSM1352585",50,NA
"GSE56047","GSM1352586",73,NA
"GSE56047","GSM1352587",54,NA
"GSE56047","GSM1352588",65,NA
"GSE56047","GSM1352589",80,NA
"GSE56047","GSM1352590",76,NA
"GSE56047","GSM1352591",69,NA
"GSE56047","GSM1352592",59,NA
"GSE56047","GSM1352593",70,NA
"GSE56047","GSM1352594",53,NA
"GSE56047","GSM1352595",57,NA
"GSE56047","GSM1352596",46,NA
"GSE56047","GSM1352597",59,NA
"GSE56047","GSM1352598",66,NA
"GSE56047","GSM1352599",74,NA
"GSE56047","GSM1352600",63,NA
"GSE56047","GSM1352601",68,NA
"GSE56047","GSM1352602",54,NA
"GSE56047","GSM1352603",61,NA
"GSE56047","GSM1352604",75,NA
"GSE56047","GSM1352605",67,NA
"GSE56047","GSM1352606",63,NA
"GSE56047","GSM1352607",61,NA
"GSE56047","GSM1352608",48,NA
"GSE56047","GSM1352609",77,NA
"GSE56047","GSM1352610",58,NA
"GSE56047","GSM1352611",45,NA
"GSE56047","GSM1352612",52,NA
"GSE56047","GSM1352613",77,NA
"GSE56047","GSM1352614",70,NA
"GSE56047","GSM1352615",72,NA
"GSE56047","GSM1352616",67,NA
"GSE56047","GSM1352617",72,NA
"GSE56047","GSM1352618",49,NA
"GSE56047","GSM1352619",59,NA
"GSE56047","GSM1352620",54,NA
"GSE56047","GSM1352621",60,NA
"GSE56047","GSM1352622",50,NA
"GSE56047","GSM1352623",60,NA
"GSE56047","GSM1352624",54,NA
"GSE56047","GSM1352625",65,NA
"GSE56047","GSM1352626",58,NA
"GSE56047","GSM1352627",59,NA
"GSE56047","GSM1352628",53,NA
"GSE56047","GSM1352629",57,NA
"GSE56047","GSM1352630",52,NA
"GSE56047","GSM1352631",59,NA
"GSE56047","GSM1352632",50,NA
"GSE56047","GSM1352633",57,NA
"GSE56047","GSM1352634",52,NA
"GSE56047","GSM1352635",56,NA
"GSE56047","GSM1352636",68,NA
"GSE56047","GSM1352637",68,NA
"GSE56047","GSM1352638",55,NA
"GSE56047","GSM1352639",73,NA
"GSE56047","GSM1352640",65,NA
"GSE56047","GSM1352641",56,NA
"GSE56047","GSM1352642",61,NA
"GSE56047","GSM1352643",66,NA
"GSE56047","GSM1352644",73,NA
"GSE56047","GSM1352645",54,NA
"GSE56047","GSM1352646",68,NA
"GSE56047","GSM1352647",74,NA
"GSE56047","GSM1352648",69,NA
"GSE56047","GSM1352649",56,NA
"GSE56047","GSM1352650",60,NA
"GSE56047","GSM1352651",55,NA
"GSE56047","GSM1352652",65,NA
"GSE56047","GSM1352653",70,NA
"GSE56047","GSM1352654",64,NA
"GSE56047","GSM1352655",69,NA
"GSE56047","GSM1352656",62,NA
"GSE56047","GSM1352657",48,NA
"GSE56047","GSM1352658",78,NA
"GSE56047","GSM1352659",57,NA
"GSE56047","GSM1352660",72,NA
"GSE56047","GSM1352661",51,NA
"GSE56047","GSM1352662",67,NA
"GSE56047","GSM1352663",55,NA
"GSE56047","GSM1352664",68,NA
"GSE56047","GSM1352665",53,NA
"GSE56047","GSM1352666",49,NA
"GSE56047","GSM1352667",45,NA
"GSE56047","GSM1352668",60,NA
"GSE56047","GSM1352669",69,NA
"GSE56047","GSM1352670",70,NA
"GSE56047","GSM1352671",74,NA
"GSE56047","GSM1352672",71,NA
"GSE56047","GSM1352673",65,NA
"GSE56047","GSM1352674",50,NA
"GSE56047","GSM1352675",66,NA
"GSE56047","GSM1352676",74,NA
"GSE56047","GSM1352677",72,NA
"GSE56047","GSM1352678",46,NA
"GSE56047","GSM1352679",62,NA
"GSE56047","GSM1352680",78,NA
"GSE56047","GSM1352681",60,NA
"GSE56047","GSM1352682",53,NA
"GSE56047","GSM1352683",50,NA
"GSE56047","GSM1352684",66,NA
"GSE56047","GSM1352685",80,NA
"GSE56047","GSM1352686",71,NA
"GSE56047","GSM1352687",60,NA
"GSE56047","GSM1352688",72,NA
"GSE56047","GSM1352689",56,NA
"GSE56047","GSM1352690",70,NA
"GSE56047","GSM1352691",68,NA
"GSE56047","GSM1352692",45,NA
"GSE56047","GSM1352693",50,NA
"GSE56047","GSM1352694",62,NA
"GSE56047","GSM1352695",66,NA
"GSE56047","GSM1352696",50,NA
"GSE56047","GSM1352697",76,NA
"GSE56047","GSM1352698",75,NA
"GSE56047","GSM1352699",78,NA
"GSE56047","GSM1352700",63,NA
"GSE56047","GSM1352701",69,NA
"GSE56047","GSM1352702",68,NA
"GSE56047","GSM1352703",79,NA
"GSE56047","GSM1352704",45,NA
"GSE56047","GSM1352705",48,NA
"GSE56047","GSM1352706",51,NA
"GSE56047","GSM1352707",49,NA
"GSE56047","GSM1352708",52,NA
"GSE56047","GSM1352709",58,NA
"GSE56047","GSM1352710",52,NA
"GSE56047","GSM1352711",48,NA
"GSE56047","GSM1352712",56,NA
"GSE56047","GSM1352713",67,NA
"GSE56047","GSM1352714",59,NA
"GSE56047","GSM1352715",78,NA
"GSE56047","GSM1352716",69,NA
"GSE56047","GSM1352717",53,NA
"GSE56047","GSM1352718",51,NA
"GSE56047","GSM1352719",68,NA
"GSE56047","GSM1352720",53,NA
"GSE56047","GSM1352721",54,NA
"GSE56047","GSM1352722",78,NA
"GSE56047","GSM1352723",51,NA
"GSE56047","GSM1352724",65,NA
"GSE56047","GSM1352725",71,NA
"GSE56047","GSM1352726",52,NA
"GSE56047","GSM1352727",59,NA
"GSE56047","GSM1352728",54,NA
"GSE56047","GSM1352729",59,NA
"GSE56047","GSM1352730",74,NA
"GSE56047","GSM1352731",68,NA
"GSE56047","GSM1352732",58,NA
"GSE56047","GSM1352733",57,NA
"GSE56047","GSM1352734",67,NA
"GSE56047","GSM1352735",62,NA
"GSE56047","GSM1352736",72,NA
"GSE56047","GSM1352737",59,NA
"GSE56047","GSM1352738",52,NA
"GSE56047","GSM1352739",72,NA
"GSE56047","GSM1352740",66,NA
"GSE56047","GSM1352741",72,NA
"GSE56047","GSM1352742",54,NA
"GSE56047","GSM1352743",53,NA
"GSE56047","GSM1352744",50,NA
"GSE56047","GSM1352745",55,NA
"GSE56047","GSM1352746",56,NA
"GSE56047","GSM1352747",48,NA
"GSE56047","GSM1352748",50,NA
"GSE56047","GSM1352749",69,NA
"GSE56047","GSM1352750",66,NA
"GSE56047","GSM1352751",48,NA
"GSE56047","GSM1352752",45,NA
"GSE56047","GSM1352753",46,NA
"GSE56047","GSM1352754",48,NA
"GSE56047","GSM1352755",56,NA
"GSE56047","GSM1352756",71,NA
"GSE56047","GSM1352757",71,NA
"GSE56047","GSM1352758",72,NA
"GSE56047","GSM1352759",55,NA
"GSE56047","GSM1352760",79,NA
"GSE56047","GSM1352761",70,NA
"GSE56047","GSM1352762",59,NA
"GSE56047","GSM1352763",48,NA
"GSE56047","GSM1352764",50,NA
"GSE56047","GSM1352765",60,NA
"GSE56047","GSM1352766",50,NA
"GSE56047","GSM1352767",50,NA
"GSE56047","GSM1352768",69,NA
"GSE56047","GSM1352769",58,NA
